Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As
"25.02.2017, 17:00",Effector Kielce,BBTS Bielsko-Biała,3,0,58,73,9,18,"3,00",40,0,12,20,50%,14,35%,67,5,4,39,58%,10,"3,33",24,49,0,9,"0,00",55,9,9,31,56%,23,41%,58,4,10,20,34%,4,"1,33"
"02.03.2017, 19:00",ONICO AZS Politechnika Warszawska,Effector Kielce,1,3,58,87,2,11,"0,50",71,5,16,38,53%,20,28%,100,9,6,52,52%,4,"1,00",66,92,5,21,"1,25",76,2,23,33,43%,16,21%,100,6,4,55,55%,6,"1,50"
"06.03.2017, 18:00",AZS Częstochowa,ZAKSA Kędzierzyn-Koźle,0,3,35,52,3,8,"1,00",63,7,18,25,39%,15,23%,83,10,7,26,31%,6,"2,00",53,74,7,11,"2,33",44,3,10,25,56%,13,29%,75,4,6,39,52%,7,"2,33"
"04.03.2017, 17:00",BBTS Bielsko-Biała,MKS Będzin,1,3,53,83,1,13,"0,25",79,3,15,47,59%,27,34%,108,9,16,46,43%,6,"1,50",74,97,3,18,"0,75",70,1,17,36,51%,22,31%,104,9,6,55,53%,16,"4,00"
"04.03.2017, 14:45",Indykpol AZS Olsztyn,Asseco Resovia Rzeszów,2,3,65,99,7,17,"1,40",84,10,20,38,45%,14,16%,117,14,9,49,42%,9,"1,80",76,106,10,22,"2,00",82,7,19,39,47%,18,21%,117,9,9,57,49%,9,"1,80"
"03.03.2017, 18:00",Łuczniczka Bydgoszcz,Espadon Szczecin,1,3,61,92,3,11,"0,75",78,5,26,36,46%,17,21%,102,11,10,46,45%,12,"3,00",72,94,5,16,"1,25",81,3,23,49,60%,20,24%,122,12,12,57,47%,10,"2,50"
"04.03.2017, 20:00",GKS Katowice,PGE Skra Bełchatów,2,3,74,106,8,15,"1,60",84,7,19,22,26%,16,19%,107,7,6,52,49%,14,"2,80",80,106,7,22,"1,40",91,8,13,43,47%,29,31%,125,8,14,67,54%,6,"1,20"
"05.03.2017, 15:00",LOTOS Trefl Gdańsk,Jastrzębski Węgiel,1,3,64,90,3,13,"0,75",78,6,22,38,48%,14,17%,91,5,5,47,52%,14,"3,50",74,91,6,13,"1,50",77,3,29,29,37%,12,15%,114,10,14,63,55%,5,"1,25"
"04.03.2017, 17:00",Cerrad Czarni Radom,Cuprum Lubin,3,0,59,76,3,17,"1,00",58,1,8,36,62%,20,34%,84,5,4,48,57%,8,"2,67",46,72,1,14,"0,33",59,3,15,31,52%,17,28%,83,4,8,41,49%,4,"1,33"
"07.03.2017, 19:00",ONICO AZS Politechnika Warszawska,Cerrad Czarni Radom,3,1,63,95,3,13,"0,75",61,5,16,27,44%,15,24%,87,9,11,47,54%,13,"3,25",58,84,5,23,"1,25",82,3,25,40,48%,25,30%,95,9,13,42,44%,11,"2,75"
"08.03.2017, 18:00",Cuprum Lubin,Jastrzębski Węgiel,2,3,68,104,6,20,"1,20",85,3,32,32,37%,16,18%,129,7,10,54,42%,8,"1,60",76,104,3,19,"0,60",84,6,15,47,55%,19,22%,141,16,8,63,45%,10,"2,00"
"17.01.2017, 18:00",GKS Katowice,LOTOS Trefl Gdańsk,3,2,69,101,6,21,"1,20",82,7,12,29,35%,19,23%,110,5,9,55,50%,8,"1,60",70,98,7,16,"1,40",80,6,11,41,51%,21,26%,108,12,8,54,50%,9,"1,80"
"08.03.2017, 17:00",PGE Skra Bełchatów,Łuczniczka Bydgoszcz,3,0,57,73,12,10,"4,00",30,2,5,21,70%,12,40%,56,1,2,37,66%,8,"2,67",24,39,2,9,"0,67",63,12,23,26,41%,6,9%,63,6,8,20,32%,2,"0,67"
"08.03.2017, 18:00",Espadon Szczecin,Indykpol AZS Olsztyn,2,3,76,103,7,17,"1,40",90,1,12,58,64%,33,36%,138,9,17,56,41%,13,"2,60",76,103,1,13,"0,20",86,7,29,29,33%,17,19%,140,11,13,58,41%,17,"3,40"
"08.03.2017, 18:00",Asseco Resovia Rzeszów,AZS Częstochowa,3,0,56,73,9,13,"3,00",45,5,10,22,48%,6,13%,71,3,8,41,58%,6,"2,00",36,58,2,13,"0,67",60,14,15,25,41%,7,11%,60,6,6,26,43%,8,"2,67"
"08.03.2017, 18:00",ZAKSA Kędzierzyn-Koźle,BBTS Bielsko-Biała,3,0,50,74,1,8,"0,33",38,0,7,25,65%,12,31%,67,5,2,41,61%,8,"2,67",36,52,0,14,"0,00",66,1,20,31,46%,16,24%,81,9,8,34,42%,2,"0,67"
"08.03.2017, 20:30",MKS Będzin,Effector Kielce,3,1,67,94,7,14,"1,75",64,4,17,35,54%,20,31%,89,7,5,51,57%,9,"2,25",55,81,4,17,"1,00",79,7,24,33,41%,14,17%,86,8,9,46,53%,5,"1,25"
"11.03.2017, 18:00",MKS Będzin,ONICO AZS Politechnika Warszawska,1,3,69,91,7,20,"1,75",82,1,27,32,39%,11,13%,107,12,10,51,48%,11,"2,75",60,92,1,10,"0,25",71,7,14,34,47%,24,33%,97,9,11,49,51%,10,"2,50"
"12.03.2017, 17:00",Effector Kielce,ZAKSA Kędzierzyn-Koźle,0,3,38,55,2,9,"0,67",61,7,23,21,34%,13,21%,71,6,7,28,39%,8,"2,67",57,73,7,12,"2,33",46,2,14,24,52%,17,36%,76,2,8,43,57%,7,"2,33"
"11.03.2017, 15:00",BBTS Bielsko-Biała,Asseco Resovia Rzeszów,0,3,35,55,1,11,"0,33",58,7,16,26,44%,17,29%,83,5,8,29,35%,5,"1,67",56,74,7,16,"2,33",44,1,14,22,50%,10,22%,80,1,5,41,51%,8,"2,67"
"11.03.2017, 17:00",AZS Częstochowa,Espadon Szczecin,1,3,49,76,3,10,"0,75",76,2,27,33,43%,15,19%,86,10,3,39,45%,7,"1,75",73,95,2,19,"0,50",66,3,17,27,40%,16,24%,114,5,7,68,60%,3,"0,75"
"11.03.2017, 14:45",Indykpol AZS Olsztyn,PGE Skra Bełchatów,2,3,79,102,5,17,"1,00",93,8,31,30,32%,15,16%,126,8,9,64,51%,10,"2,00",81,109,8,16,"1,60",85,5,27,45,52%,21,24%,118,5,10,64,54%,9,"1,80"
"11.03.2017, 17:00",Łuczniczka Bydgoszcz,LOTOS Trefl Gdańsk,2,3,73,103,6,22,"1,20",86,6,19,50,58%,20,23%,111,9,7,54,49%,13,"2,60",73,107,6,21,"1,20",81,6,16,48,59%,22,27%,119,6,13,60,50%,7,"1,40"
"11.03.2017, 17:00",GKS Katowice,Cuprum Lubin,2,3,62,97,5,18,"1,00",95,5,23,38,40%,25,26%,130,10,8,49,38%,8,"1,60",81,115,5,20,"1,00",79,5,8,39,49%,25,31%,123,10,8,68,55%,8,"1,60"
"13.03.2017, 18:00",Jastrzębski Węgiel,Cerrad Czarni Radom,3,0,52,75,8,13,"2,67",49,3,9,21,42%,9,18%,76,2,10,41,54%,3,"1,00",46,63,3,14,"1,00",62,8,17,21,33%,6,9%,75,10,3,33,44%,10,"3,33"
"18.03.2017, 14:45",ONICO AZS Politechnika Warszawska,Jastrzębski Węgiel,3,2,64,103,7,18,"1,40",77,7,20,39,50%,22,28%,95,11,7,51,54%,6,"1,20",76,107,7,30,"1,40",85,7,26,41,48%,27,31%,102,7,6,62,61%,7,"1,40"
"17.03.2017, 18:00",Cerrad Czarni Radom,GKS Katowice,2,3,77,110,6,26,"1,20",98,8,22,42,42%,23,23%,123,8,16,59,48%,12,"2,40",82,116,8,18,"1,60",84,6,25,34,40%,17,20%,125,13,12,58,46%,16,"3,20"
"18.03.2017, 17:00",Cuprum Lubin,Łuczniczka Bydgoszcz,3,1,71,92,6,13,"1,50",77,4,11,48,62%,27,35%,100,7,6,60,60%,5,"1,25",68,90,4,13,"1,00",79,6,19,45,56%,27,34%,103,7,5,58,56%,6,"1,50"
"18.03.2017, 20:00",LOTOS Trefl Gdańsk,Indykpol AZS Olsztyn,0,3,54,71,7,12,"2,33",69,4,17,33,47%,19,27%,98,8,10,42,43%,5,"1,67",58,78,4,9,"1,33",59,7,15,26,44%,17,28%,87,4,5,44,51%,10,"3,33"
"18.03.2017, 17:00",PGE Skra Bełchatów,AZS Częstochowa,3,0,60,73,6,15,"2,00",50,3,13,21,42%,15,30%,73,5,7,42,58%,12,"4,00",35,58,3,8,"1,00",58,6,19,26,44%,9,15%,63,5,12,25,40%,7,"2,33"
"17.03.2017, 18:00",Espadon Szczecin,BBTS Bielsko-Biała,2,3,74,114,7,19,"1,40",88,5,26,45,51%,28,31%,125,10,8,58,46%,9,"1,80",77,108,5,20,"1,00",95,7,22,48,50%,31,32%,124,18,9,64,52%,8,"1,60"
"18.03.2017, 17:00",Asseco Resovia Rzeszów,Effector Kielce,3,1,66,94,14,13,"3,50",58,7,11,35,60%,12,20%,84,10,7,48,57%,4,"1,00",47,72,5,14,"1,25",81,19,30,26,32%,9,11%,83,12,4,35,42%,7,"1,75"
"19.03.2017, 17:00",ZAKSA Kędzierzyn-Koźle,MKS Będzin,3,1,75,104,2,22,"0,50",83,2,23,46,55%,18,21%,136,5,8,63,46%,10,"2,50",65,97,2,14,"0,50",82,2,24,39,47%,16,19%,127,8,10,55,43%,8,"2,00"
"26.03.2017, 18:00",ZAKSA Kędzierzyn-Koźle,ONICO AZS Politechnika Warszawska,3,0,54,72,5,14,"1,67",42,2,17,16,38%,6,14%,81,3,0,42,52%,7,"2,33",32,52,2,10,"0,67",58,5,17,24,41%,15,25%,81,9,7,30,37%,0,"0,00"
"26.03.2017, 17:00",MKS Będzin,Asseco Resovia Rzeszów,0,3,35,53,3,14,"1,00",61,4,14,28,45%,12,19%,75,8,9,31,41%,1,"0,33",49,73,4,12,"1,33",39,3,10,20,51%,5,12%,60,4,1,36,60%,9,"3,00"
"25.03.2017, 20:00",Effector Kielce,Espadon Szczecin,2,3,78,108,7,26,"1,40",90,6,27,38,42%,24,26%,119,7,7,57,48%,14,"2,80",75,110,6,20,"1,20",82,7,23,45,54%,25,30%,126,6,14,62,49%,7,"1,40"
"25.03.2017, 15:00",BBTS Bielsko-Biała,PGE Skra Bełchatów,0,3,36,59,2,7,"0,67",56,6,15,19,33%,11,19%,73,8,13,29,40%,5,"1,67",58,74,6,18,"2,00",52,2,9,38,73%,20,38%,68,2,5,39,57%,13,"4,33"
"24.03.2017, 20:30",AZS Częstochowa,LOTOS Trefl Gdańsk,0,3,38,58,1,7,"0,33",62,7,18,26,41%,16,25%,78,7,7,28,36%,9,"3,00",56,74,7,12,"2,33",51,1,16,26,50%,12,23%,89,5,9,42,47%,7,"2,33"
"25.03.2017, 14:45",Indykpol AZS Olsztyn,Cuprum Lubin,3,1,69,91,3,9,"0,75",75,3,22,40,53%,17,22%,105,8,5,53,50%,13,"3,25",66,87,3,12,"0,75",82,3,17,37,45%,19,23%,111,9,13,58,52%,5,"1,25"
"25.03.2017, 17:00",Cerrad Czarni Radom,Łuczniczka Bydgoszcz,3,1,77,97,12,15,"3,00",65,6,14,31,47%,18,27%,102,4,12,50,49%,15,"3,75",55,77,6,12,"1,50",82,12,13,41,50%,24,29%,107,7,16,37,35%,12,"3,00"
"28.03.2017, 18:00",GKS Katowice,Jastrzębski Węgiel,2,3,74,102,8,21,"1,60",89,7,21,30,33%,18,20%,105,2,10,54,51%,12,"2,40",82,108,7,19,"1,40",81,8,12,38,46%,29,35%,110,8,12,65,59%,10,"2,00"
"01.04.2017, 14:45",ONICO AZS Politechnika Warszawska,GKS Katowice,3,0,51,77,1,10,"0,33",53,5,23,15,28%,12,22%,87,7,6,43,49%,7,"2,33",43,66,5,13,"1,67",67,1,15,35,52%,19,28%,97,10,7,32,33%,6,"2,00"
"01.04.2017, 14:45",Jastrzębski Węgiel,Łuczniczka Bydgoszcz,3,0,60,73,9,11,"3,00",51,2,11,25,49%,8,15%,74,6,7,48,65%,3,"1,00",37,59,2,8,"0,67",62,9,18,20,32%,12,19%,74,4,3,28,38%,7,"2,33"
"31.03.2017, 18:00",Cerrad Czarni Radom,Indykpol AZS Olsztyn,1,3,54,79,4,17,"1,00",83,5,22,35,42%,15,18%,104,16,13,43,41%,7,"1,75",66,97,5,14,"1,25",62,4,16,26,41%,13,20%,93,9,7,47,51%,14,"3,50"
"01.04.2017, 17:00",Cuprum Lubin,AZS Częstochowa,3,0,59,74,5,12,"1,67",42,1,11,24,57%,14,33%,75,4,3,47,63%,7,"2,33",33,52,1,10,"0,33",62,5,19,32,51%,17,27%,79,6,7,29,37%,3,"1,00"
"01.04.2017, 15:00",BBTS Bielsko-Biała,LOTOS Trefl Gdańsk,2,3,79,112,7,16,"1,40",80,4,25,35,43%,22,27%,114,4,12,59,52%,13,"2,60",82,104,4,24,"0,80",96,7,17,53,55%,30,31%,126,6,13,66,52%,12,"2,40"
"02.04.2017, 17:30",PGE Skra Bełchatów,Effector Kielce,3,0,58,73,11,14,"3,67",42,1,6,27,64%,18,42%,63,3,1,44,70%,3,"1,00",33,52,1,10,"0,33",59,11,22,22,37%,8,13%,62,7,3,31,50%,1,"0,33"
"02.04.2017, 16:30",Espadon Szczecin,MKS Będzin,3,2,72,104,13,17,"2,60",88,7,19,38,43%,17,19%,124,12,15,49,40%,10,"2,00",75,106,7,17,"1,40",87,13,15,38,43%,21,24%,115,14,10,53,46%,15,"3,00"
"01.04.2017, 20:00",Asseco Resovia Rzeszów,ZAKSA Kędzierzyn-Koźle,3,0,51,73,6,10,"2,00",45,8,10,22,48%,13,28%,57,4,2,38,67%,7,"2,33",48,64,5,19,"1,67",63,8,19,28,44%,14,22%,79,5,7,41,52%,2,"0,67"
"21.04.2016, 20:30",ZAKSA Kędzierzyn-Koźle,Asseco Resovia Rzeszów,3,0,46,74,7,9,"2,33",36,1,8,21,58%,12,33%,60,1,4,35,58%,4,"1,33",42,53,1,17,"0,33",65,7,18,30,46%,6,9%,71,8,4,37,52%,4,"1,33"
"22.04.2016, 20:30",ZAKSA Kędzierzyn-Koźle,Asseco Resovia Rzeszów,3,0,47,73,4,11,"1,33",48,1,14,25,52%,10,20%,75,3,7,38,51%,5,"1,67",41,59,1,11,"0,33",62,4,18,28,45%,6,9%,91,16,5,33,36%,7,"2,33"
"26.04.2016, 20:30",Asseco Resovia Rzeszów,ZAKSA Kędzierzyn-Koźle,0,3,42,58,2,9,"0,67",65,4,18,37,56%,19,29%,92,4,11,35,38%,5,"1,67",57,74,2,9,"0,67",49,5,9,31,63%,17,34%,86,3,6,44,51%,11,"3,67"
"21.04.2016, 18:00",PGE Skra Bełchatów,LOTOS Trefl Gdańsk,3,0,56,74,5,19,"1,67",48,4,17,14,29%,6,12%,79,5,3,39,49%,12,"4,00",34,62,4,14,"1,33",55,5,16,16,29%,7,12%,79,6,12,27,34%,3,"1,00"
"22.04.2016, 18:00",PGE Skra Bełchatów,LOTOS Trefl Gdańsk,3,0,54,74,13,12,"4,33",30,1,8,13,43%,8,26%,45,1,3,30,67%,11,"3,67",29,45,1,15,"0,33",62,13,11,23,37%,8,12%,62,4,11,25,40%,3,"1,00"
"26.04.2016, 18:00",LOTOS Trefl Gdańsk,PGE Skra Bełchatów,0,3,22,49,1,11,"0,33",51,8,23,14,27%,9,17%,58,5,6,18,31%,3,"1,00",59,73,8,22,"2,67",38,1,12,20,52%,12,31%,66,3,3,45,68%,6,"2,00"
"15.04.2016, 18:00",Cerrad Czarni Radom,Cuprum Lubin,0,3,41,61,8,9,"2,67",59,6,11,27,45%,17,28%,79,4,17,28,35%,5,"1,67",57,74,6,15,"2,00",52,8,14,19,36%,8,15%,71,5,5,34,48%,17,"5,67"
"22.04.2016, 18:00",Cuprum Lubin,Cerrad Czarni Radom,3,2,81,108,4,17,"0,80",85,4,13,46,54%,20,23%,143,6,14,63,44%,14,"2,80",74,100,4,15,"0,80",91,4,24,47,51%,21,23%,128,11,14,56,44%,14,"2,80"
"18.04.2016, 19:00",AZS Politechnika Warszawska,Jastrzębski Węgiel,1,3,48,83,2,11,"0,50",74,3,25,36,48%,20,27%,97,11,9,44,45%,2,"0,50",73,94,3,20,"0,75",72,2,11,48,66%,26,36%,113,10,2,61,54%,9,"2,25"
"23.04.2016, 18:00",Jastrzębski Węgiel,AZS Politechnika Warszawska,2,3,72,102,6,16,"1,20",82,5,18,45,54%,31,37%,110,8,12,50,45%,16,"3,20",76,102,5,20,"1,00",86,6,15,48,55%,22,25%,119,6,16,59,50%,12,"2,40"
"24.04.2016, 18:00",Jastrzębski Węgiel,AZS Politechnika Warszawska,3,0,56,76,7,9,"2,33",62,4,14,34,54%,22,35%,93,9,8,42,45%,7,"2,33",50,70,4,8,"1,33",67,7,19,33,49%,18,26%,95,8,7,38,40%,8,"2,67"
"14.04.2016, 19:00",Łuczniczka Bydgoszcz,Indykpol AZS Olsztyn,3,0,53,76,8,13,"2,67",58,6,19,30,51%,8,13%,65,2,7,32,49%,13,"4,33",52,71,6,13,"2,00",63,8,12,35,55%,7,11%,85,9,13,39,46%,7,"2,33"
"20.04.2016, 18:00",Indykpol AZS Olsztyn,Łuczniczka Bydgoszcz,3,1,77,96,7,15,"1,75",74,5,20,34,45%,18,24%,104,6,11,58,56%,12,"3,00",60,84,5,10,"1,25",81,7,24,32,39%,12,14%,96,7,12,44,46%,11,"2,75"
"21.04.2016, 18:00",Indykpol AZS Olsztyn,Łuczniczka Bydgoszcz,2,3,76,104,2,16,"0,40",87,6,20,42,48%,21,24%,122,8,7,64,52%,10,"2,00",72,102,6,15,"1,20",88,2,30,40,45%,16,18%,123,8,10,59,48%,7,"1,40"
"15.04.2016, 18:00",AZS Częstochowa,BBTS Bielsko-Biała,3,0,55,75,6,10,"2,00",51,2,11,24,47%,18,35%,90,9,6,39,43%,10,"3,33",39,61,2,10,"0,67",65,6,25,25,38%,10,15%,85,6,10,31,36%,6,"2,00"
"24.04.2016, 18:00",BBTS Bielsko-Biała,AZS Częstochowa,1,3,66,84,4,11,"1,00",84,2,10,54,64%,30,35%,117,9,15,51,44%,11,"2,75",74,96,2,12,"0,50",73,4,15,39,53%,23,31%,115,5,11,57,50%,15,"3,75"
"20.04.2016, 18:00",MKS Będzin,Effector Kielce,1,3,52,81,2,10,"0,50",83,6,22,39,46%,15,18%,109,15,15,36,33%,14,"3,50",70,96,6,13,"1,50",71,2,17,38,53%,24,33%,100,7,14,49,49%,15,"3,75"
"24.04.2016, 16:00",Effector Kielce,MKS Będzin,3,2,82,109,6,12,"1,20",82,6,9,51,62%,38,46%,123,8,12,66,54%,10,"2,00",81,102,6,20,"1,20",97,6,22,54,55%,37,38%,122,5,10,63,52%,12,"2,40"
"30.10.2015, 18:00",AZS Częstochowa,Asseco Resovia Rzeszów,1,3,50,90,1,21,"0,25",80,7,23,37,46%,28,35%,103,7,7,41,40%,8,"2,00",66,99,7,19,"1,75",69,1,18,36,52%,19,27%,124,15,8,52,42%,7,"1,75"
"30.10.2015, 18:00",BBTS Bielsko-Biała,LOTOS Trefl Gdańsk,2,3,71,97,8,12,"1,60",89,5,18,53,59%,15,16%,120,8,14,53,44%,10,"2,00",80,101,5,12,"1,00",85,8,15,50,58%,20,23%,123,14,10,61,50%,14,"2,80"
"30.10.2015, 18:00",Effector Kielce,PGE Skra Bełchatów,1,3,55,82,5,21,"1,25",81,7,27,31,38%,15,18%,98,11,9,45,46%,5,"1,25",62,96,7,15,"1,75",61,5,15,28,45%,20,32%,86,7,5,46,53%,9,"2,25"
"31.10.2015, 14:45",MKS Będzin,Jastrzębski Węgiel,2,3,81,110,8,15,"1,60",99,5,27,49,49%,27,27%,139,10,11,69,50%,4,"0,80",88,115,5,16,"1,00",95,8,22,39,41%,20,21%,142,9,4,72,51%,11,"2,20"
"02.11.2015, 20:30",Indykpol AZS Olsztyn,Łuczniczka Bydgoszcz,3,1,75,97,4,14,"1,00",71,2,18,40,56%,14,19%,100,4,10,56,56%,15,"3,75",61,87,2,16,"0,50",83,4,24,38,45%,14,16%,109,4,15,49,45%,10,"2,50"
"02.11.2015, 18:00",Cerrad Czarni Radom,ZAKSA Kędzierzyn-Koźle,2,3,70,99,5,14,"1,00",88,13,19,39,44%,15,17%,107,11,8,55,51%,10,"2,00",82,108,13,20,"2,60",85,5,22,46,54%,27,31%,106,4,10,61,58%,8,"1,60"
"30.10.2015, 19:00",AZS Politechnika Warszawska,Cuprum Lubin,3,2,90,108,8,17,"1,60",93,6,26,50,53%,29,31%,134,9,9,71,53%,11,"2,20",70,101,6,8,"1,20",91,8,24,43,47%,25,27%,129,8,11,55,43%,9,"1,80"
"07.11.2015, 17:00",Cuprum Lubin,AZS Częstochowa,3,2,72,104,3,15,"0,60",82,5,21,39,47%,19,23%,124,13,10,55,44%,14,"2,80",71,101,5,19,"1,00",89,3,24,49,55%,22,24%,130,10,14,56,43%,10,"2,00"
"06.11.2015, 18:00",ZAKSA Kędzierzyn-Koźle,AZS Politechnika Warszawska,3,0,54,76,1,17,"0,33",55,1,13,34,61%,15,27%,85,6,7,40,47%,13,"4,33",35,67,1,12,"0,33",59,1,22,26,44%,12,20%,86,12,13,27,31%,7,"2,33"
"07.11.2015, 14:45",Łuczniczka Bydgoszcz,Cerrad Czarni Radom,0,3,30,44,0,4,"0,00",66,5,19,36,54%,10,15%,94,10,17,28,30%,2,"0,67",60,74,5,8,"1,67",40,0,17,19,47%,3,7%,68,1,2,38,56%,17,"5,67"
"07.11.2015, 20:00",Jastrzębski Węgiel,Indykpol AZS Olsztyn,3,2,69,108,5,20,"1,00",82,9,15,43,52%,27,32%,105,9,8,51,49%,13,"2,60",73,107,9,25,"1,80",88,5,20,43,48%,25,28%,120,12,13,56,47%,8,"1,60"
"07.11.2015, 15:00",PGE Skra Bełchatów,MKS Będzin,3,0,51,74,12,18,"4,00",43,9,6,20,46%,12,27%,52,1,4,32,62%,7,"2,33",35,57,7,14,"2,33",56,15,9,23,41%,11,19%,60,8,7,24,40%,4,"1,33"
"07.11.2015, 17:00",Effector Kielce,LOTOS Trefl Gdańsk,1,3,55,76,4,13,"1,00",85,11,15,45,52%,28,32%,113,12,5,46,41%,5,"1,25",72,97,11,12,"2,75",63,4,13,26,41%,13,20%,107,7,5,56,52%,5,"1,25"
"07.11.2015, 17:00",Asseco Resovia Rzeszów,BBTS Bielsko-Biała,3,0,53,76,7,18,"2,33",51,3,14,27,52%,20,39%,71,7,6,37,52%,9,"3,00",38,68,3,17,"1,00",58,7,24,21,36%,14,24%,67,4,9,29,43%,6,"2,00"
"11.11.2015, 18:00",AZS Częstochowa,LOTOS Trefl Gdańsk,1,3,55,83,3,14,"0,75",77,3,25,38,49%,25,32%,104,7,10,44,42%,8,"2,00",72,94,3,17,"0,75",69,3,9,46,66%,21,30%,106,7,8,59,56%,10,"2,50"
"11.11.2015, 14:45",PGE Skra Bełchatów,Asseco Resovia Rzeszów,1,3,61,89,8,13,"2,00",72,9,16,28,38%,16,22%,84,9,4,44,52%,9,"2,25",68,90,9,18,"2,25",76,8,18,31,40%,20,26%,89,4,9,55,62%,4,"1,00"
"11.11.2015, 18:00",Jastrzębski Węgiel,BBTS Bielsko-Biała,2,3,75,108,6,16,"1,20",80,2,24,38,47%,17,21%,125,12,10,57,46%,12,"2,40",71,100,2,20,"0,40",92,6,13,53,57%,29,31%,130,9,12,59,45%,10,"2,00"
"11.11.2015, 17:00",Łuczniczka Bydgoszcz,Effector Kielce,3,1,66,96,4,12,"1,00",68,3,20,36,52%,25,36%,116,9,9,46,40%,16,"4,00",64,87,3,19,"0,75",84,4,19,54,64%,23,27%,116,10,16,52,45%,9,"2,25"
"11.11.2015, 17:00",ZAKSA Kędzierzyn-Koźle,MKS Będzin,3,0,48,74,4,8,"1,33",31,3,9,18,58%,7,22%,59,4,6,34,58%,10,"3,33",32,46,3,15,"1,00",66,4,19,34,51%,11,16%,72,8,10,23,32%,6,"2,00"
"10.11.2015, 18:00",Cuprum Lubin,Indykpol AZS Olsztyn,3,0,51,75,3,8,"1,00",52,1,9,34,65%,14,26%,86,7,8,38,44%,10,"3,33",47,63,1,11,"0,33",67,3,18,27,40%,8,11%,98,12,9,38,39%,8,"2,67"
"10.11.2015, 20:30",AZS Politechnika Warszawska,Cerrad Czarni Radom,1,3,58,82,7,12,"1,75",78,8,17,42,53%,25,32%,93,12,7,44,47%,7,"1,75",66,93,8,15,"2,00",70,7,17,36,51%,17,24%,97,8,7,51,53%,7,"1,75"
"14.11.2015, 17:00",AZS Częstochowa,Cerrad Czarni Radom,0,3,42,61,0,8,"0,00",67,4,15,29,43%,19,28%,87,11,12,33,38%,9,"3,00",55,77,4,10,"1,33",53,0,15,19,35%,14,26%,84,6,9,39,46%,12,"4,00"
"14.11.2015, 20:30",Indykpol AZS Olsztyn,AZS Politechnika Warszawska,3,2,76,107,5,23,"1,00",99,6,24,57,57%,17,17%,135,6,14,57,42%,14,"2,80",77,111,6,12,"1,20",84,5,18,48,57%,17,20%,120,14,14,57,48%,14,"2,80"
"14.11.2015, 18:00",MKS Będzin,Cuprum Lubin,1,3,63,91,8,18,"2,00",83,3,18,42,50%,27,32%,120,11,12,45,38%,10,"2,50",65,98,3,15,"0,75",73,8,20,28,38%,16,21%,108,8,10,50,46%,12,"3,00"
"14.11.2015, 17:00",Effector Kielce,ZAKSA Kędzierzyn-Koźle,0,3,39,54,3,8,"1,00",65,5,18,30,46%,17,26%,81,8,6,34,42%,2,"0,67",55,74,5,9,"1,67",46,3,8,27,58%,18,39%,75,5,2,44,59%,6,"2,00"
"13.11.2015, 18:00",BBTS Bielsko-Biała,Łuczniczka Bydgoszcz,1,3,62,84,3,13,"0,75",83,3,18,45,54%,14,16%,109,12,15,49,45%,10,"2,50",67,95,3,12,"0,75",71,3,16,41,57%,16,22%,93,5,10,49,53%,15,"3,75"
"14.11.2015, 18:00",Asseco Resovia Rzeszów,Jastrzębski Węgiel,2,3,56,73,4,12,"0,80",35,3,13,15,42%,8,22%,62,2,1,38,61%,14,"2,80",29,46,3,11,"0,60",61,4,34,21,34%,14,22%,73,6,13,25,34%,1,"0,20"
"14.11.2015, 14:45",PGE Skra Bełchatów,LOTOS Trefl Gdańsk,3,0,53,73,5,11,"1,67",43,3,9,26,60%,16,37%,72,5,6,35,49%,13,"4,33",39,58,3,15,"1,00",62,5,12,26,41%,12,19%,82,6,13,30,37%,6,"2,00"
"21.11.2015, 15:00",PGE Skra Bełchatów,AZS Częstochowa,3,0,53,73,6,16,"2,00",39,5,11,13,33%,6,15%,57,0,4,33,58%,14,"4,67",32,51,5,12,"1,67",57,6,18,22,38%,15,26%,63,7,14,23,37%,4,"1,33"
"22.11.2015, 17:00",Jastrzębski Węgiel,LOTOS Trefl Gdańsk,2,3,68,100,4,19,"0,80",85,5,24,47,55%,31,36%,124,14,11,52,42%,12,"2,40",70,105,5,20,"1,00",81,4,20,43,53%,24,29%,112,8,12,54,48%,11,"2,20"
"21.11.2015, 20:00",Łuczniczka Bydgoszcz,Asseco Resovia Rzeszów,1,3,62,96,3,15,"0,75",82,4,26,44,53%,18,21%,110,8,8,45,41%,14,"3,50",76,101,4,19,"1,00",81,3,20,45,55%,13,16%,119,11,14,64,54%,8,"2,00"
